policy_id,policy_version,enabled,model_family,ticker,accession_number,source_document,metric_name,concept_name,candidate_value,value_tolerance,unit,period_start,period_end,decision,status_reason,scope_override,confidence_override,reviewed_by,reviewed_at,period_start_override,period_end_override,value_override
trprev_r58_ba8550971c1d7137,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0001564590-21-054053,odfl-10q_20210930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.726,0.000001,ratio,,2021-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_8a9fd6c757f4c9d8,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0001564590-22-006303,odfl-10k_20211231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.735,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2199c032dbb97e4e,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0001564590-22-017820,odfl-10q_20220331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.7290000000000001,0.000001,ratio,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_ee51aa2d6b160cfb,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0000950170-22-014258,odfl-20220630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.695,0.000001,ratio,,2022-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_16e1d312399f01d4,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0000950170-22-021737,odfl-20220930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.691,0.000001,ratio,,2022-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_bd5052bb6833f024,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0000950170-23-003783,odfl-20221231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.706,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2687c73967676d0b,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0000950170-23-038553,odfl-20230630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.723,0.000001,ratio,,2023-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_4fe05bb34f404a9a,transportation_run58_conservative_adjudication_v1,1,transportation,ODFL,0000950170-23-059408,odfl-20230930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.706,0.000001,ratio,,2023-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1b8e6346f80834b4,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-18-000045,panl-3312018x10q.htm,tce_day_rate,TransportationDiscoveryTceDayRate,13849.0,0.000001,USD_per_day,,2018-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5d1a9021f5cc21eb,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-21-000035,panl-20201231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,12433.0,0.000001,USD_per_day,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_442d982a80654ebb,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-22-000032,panl-20211231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,25056.0,0.000001,USD_per_day,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_a5156e34a9e5ca4e,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-23-000045,panl-20221231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,24434.0,0.000001,USD_per_day,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_bb4650eadfe5a6fc,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-25-000025,panl-20231231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,15849.0,0.000001,USD_per_day,,2023-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_cfb9ac5e499e1901,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-24-000043,panl-20231231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,15849.0,0.000001,USD_per_day,,2023-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5deed0f786727f04,transportation_run58_conservative_adjudication_v1,1,transportation,PANL,0001606909-25-000097,panl-20241231.htm,tce_day_rate,TransportationDiscoveryTceDayRate,16485.0,0.000001,USD_per_day,,2024-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_019e79c277196afd,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-18-000132,ryder2ndquarter201810-q.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.794,0.000001,ratio,,2018-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_834a6b3c44518b01,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-19-000109,ryder1stquarter201910-q.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.7490000000000001,0.000001,ratio,,2019-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_4cc2e232aa8441bd,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-21-000151,r-20210331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.7290000000000001,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_237c04078fe83108,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-21-000223,r-20210630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.8,0.000001,ratio,,2021-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_e55b9c03071d53fa,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-22-000055,r-20211231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.8,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_d35f1d325ddf6c05,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-22-000166,r-20220930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.83,0.000001,ratio,,2022-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_f9d0ee8a67d6ef0e,transportation_run58_conservative_adjudication_v1,1,transportation,R,0000085961-23-000031,r-20221231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.83,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_47a6d472b9be9c18,transportation_run58_conservative_adjudication_v1,1,transportation,R,0001628280-25-046075,r-20250930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.7,0.000001,ratio,,2025-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_0b8159e93ba6e9b7,transportation_run58_conservative_adjudication_v1,1,transportation,RYAAY,0001558370-23-012101,tmb-20230331x20f.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.88,0.000001,ratio,,2023-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_071a5858a1038067,transportation_run58_conservative_adjudication_v1,1,transportation,RYAAY,0001558370-24-009521,tmb-20240331x20f.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.81,0.000001,ratio,,2024-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1505dbc0b6208996,transportation_run58_conservative_adjudication_v1,1,transportation,RYAAY,0001558370-25-007966,tmb-20250331x20f.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.8,0.000001,ratio,,2025-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_04f54b7c9b030e94,transportation_run58_conservative_adjudication_v1,1,transportation,RYAAY,0001104659-26-076131,tmb-20260331x20f.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.84,0.000001,ratio,,2026-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_156fc6f940e62f7a,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-19-000019,trn1231201810k-q4.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.968,0.000001,ratio,,2018-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_d5bcc080808e1a61,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-19-000052,trn331201910q.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.961,0.000001,ratio,,2019-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_86ed702503f56888,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-19-000101,trn630201910q.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.971,0.000001,ratio,,2019-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_def38bcf5fe535db,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-19-000125,trn930201910q.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.976,0.000001,ratio,,2019-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_4ab063f62765827c,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-20-000025,trn1231201910k-q4.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.985,0.000001,ratio,,2019-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5a83861786a5676f,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-20-000046,trn331202010q-q1.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9840000000000001,0.000001,ratio,,2020-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_46a4308c19fa05fa,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-20-000100,trn-20200630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.978,0.000001,ratio,,2020-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_7c907bbc90545576,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-20-000136,trn-20200930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9670000000000001,0.000001,ratio,,2020-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_362fc94354e7cb8a,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-21-000012,trn-20201231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.96,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_24f8238eab1096e9,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-21-000042,trn-20210331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9540000000000001,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6f77804f091288ff,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-21-000113,trn-20210630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9470000000000001,0.000001,ratio,,2021-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_93d79c46638fa774,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-21-000133,trn-20210930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.948,0.000001,ratio,,2021-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_586e8e38f3ced491,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-22-000013,trn-20211231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.945,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_be4bd98a390a658a,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-22-000041,trn-20220331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.945,0.000001,ratio,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_fef081ec7c39ba10,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-22-000105,trn-20220630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.943,0.000001,ratio,,2022-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_df0afcb86ac9d440,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-22-000136,trn-20220930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.95,0.000001,ratio,,2022-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_8e1838a64ad36d82,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-23-000013,trn-20221231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9570000000000001,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_52e8bed07cb5760d,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-23-000044,trn-20230331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.965,0.000001,ratio,,2023-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_e56db24bd58e030e,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-23-000115,trn-20230630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.972,0.000001,ratio,,2023-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_fecb0dc813b73f4b,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-23-000143,trn-20230930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9790000000000001,0.000001,ratio,,2023-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_c73f523509730083,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-24-000017,trn-20231231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9790000000000001,0.000001,ratio,,2023-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2831fadb1aca225b,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-24-000055,trn-20240331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.982,0.000001,ratio,,2024-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_b74adaef22c09627,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-24-000130,trn-20240630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9790000000000001,0.000001,ratio,,2024-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5a0a84d4271b4993,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-24-000146,trn-20240930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.981,0.000001,ratio,,2024-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_217451f9b63b2fb9,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-25-000015,trn-20241231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.975,0.000001,ratio,,2024-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_e40cdf6ceb4a181b,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-25-000040,trn-20250331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.975,0.000001,ratio,,2025-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_8a685d47729659b2,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-25-000098,trn-20250630.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.9690000000000001,0.000001,ratio,,2025-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_dae9c0513ddf9c89,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-25-000119,trn-20250930.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.966,0.000001,ratio,,2025-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_da384894214286fb,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-26-000014,trn-20251231.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.97,0.000001,ratio,,2025-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_05d252c56809354c,transportation_run58_conservative_adjudication_v1,1,transportation,TRN,0000099780-26-000037,trn-20260331.htm,equipment_utilization,TransportationDiscoveryEquipmentUtilization,0.968,0.000001,ratio,,2026-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_b9121bd81f5a4a8a,transportation_run58_conservative_adjudication_v1,1,transportation,UAL,0001193125-18-054235,d471340d10k.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.8240000000000001,0.000001,ratio,,2017-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1e58b6cdfa407208,transportation_run58_conservative_adjudication_v1,1,transportation,UAL,0001193125-18-121112,d558908d10q.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.804,0.000001,ratio,,2018-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_cf99aa9b7efde3a2,transportation_run58_conservative_adjudication_v1,1,transportation,UAL,0000100517-19-000009,ual_201810k.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.836,0.000001,ratio,,2018-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1879c819e700cc5e,transportation_run58_conservative_adjudication_v1,1,transportation,UAL,0000100517-20-000010,ual201910k.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.84,0.000001,ratio,,2019-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_4a8810c2e1f776ea,transportation_run58_conservative_adjudication_v1,1,transportation,ULCC,0001670076-23-000053,fron-20230331.htm,capacity_growth,TransportationDiscoveryCapacityGrowth,0.18,0.000001,ratio,,2023-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6be0b6da23a572a2,transportation_run58_conservative_adjudication_v1,1,transportation,ULCC,0001670076-24-000079,fron-20240331.htm,capacity_growth,TransportationDiscoveryCapacityGrowth,0.08,0.000001,ratio,,2024-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_146a602dfaf6262d,transportation_run58_conservative_adjudication_v1,1,transportation,ULCC,0001670076-21-000012,fron-20210331.htm,passenger_load_factor,TransportationDiscoveryPassengerLoadFactor,0.6990000000000001,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_88867e78744f73b2,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0000100885-20-000304,unp-20200930x10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5870000000000001,0.000001,ratio,,2020-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5a3565a00609b661,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0000100885-21-000068,unp-20201231x10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.599,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1d671151eaa4e0a4,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0000100885-21-000162,unp-20210331x10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.601,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_f830607a98f16041,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0000100885-21-000250,unp-20210630x10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.551,0.000001,ratio,,2021-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_d68b94d182b0d24c,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0000100885-21-000353,unp-20210930x10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.563,0.000001,ratio,,2021-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_cbfba186b1ce2e87,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0001437749-22-002494,unp20211231_10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5720000000000001,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_21db376ac6c4cc25,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0001437749-22-009414,unp20220331_10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.594,0.000001,ratio,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_751c09126f7e3ed8,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0001437749-22-017515,unp20220525_10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.602,0.000001,ratio,,2022-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_83f892a478d2e830,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0001437749-22-024458,unp20220930_10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.599,0.000001,ratio,,2022-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2ce897c7159b31e3,transportation_run58_conservative_adjudication_v1,1,transportation,UNP,0001437749-23-002959,unp20221231_10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.601,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
