manifest_version,ticker,cik,accession_number,form_type,filing_date,candidate_type,decision,selection_rule,submissions_items,index_status,index_event_match,selected_document_count,reason
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-22-000062,10-Q,2022-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-22-000071,10-Q,2022-11-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-23-000009,10-K,2023-02-13,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-23-000023,10-Q,2023-05-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-23-000034,10-Q,2023-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-23-000046,10-Q,2023-11-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-24-000012,10-K,2024-02-14,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-24-000031,10-Q,2024-05-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-24-000045,10-Q,2024-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-24-000082,10-Q,2024-11-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-25-000009,10-K,2025-02-14,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-25-000017,10-Q,2025-05-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-25-000036,10-Q,2025-08-07,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-25-000060,10-Q,2025-11-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-26-000010,10-K,2026-02-12,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ALK,0000766421,0000766421-26-000021,10-Q,2026-05-07,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-18-001312,10-K,2018-02-28,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-18-004653,10-Q,2018-05-10,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-18-006726,10-Q,2018-08-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-18-008973,10-Q,2018-11-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-19-001332,10-K,2019-02-28,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-19-004639,10-Q,2019-05-09,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-19-007667,10-Q,2019-08-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-19-010530,10-Q,2019-11-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-20-001796,10-K,2020-02-28,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-20-006177,10-Q,2020-05-11,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-20-009618,10-Q,2020-08-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-20-013186,10-Q,2020-11-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-21-002023,10-K,2021-02-26,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-21-006513,10-Q,2021-05-07,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-21-010794,10-Q,2021-08-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-21-014850,10-Q,2021-11-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-22-002184,10-K,2022-02-25,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-22-007626,10-Q,2022-05-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-22-012434,10-Q,2022-08-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-22-016430,10-Q,2022-11-04,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-23-002053,10-K,2023-02-24,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-23-008313,10-Q,2023-05-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-23-013403,10-Q,2023-08-04,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-23-017590,10-Q,2023-11-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-24-001622,10-K,2024-02-23,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-24-006654,10-Q,2024-05-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-24-010701,10-Q,2024-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-24-014134,10-Q,2024-11-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-25-002037,10-K,2025-03-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-25-006163,10-Q,2025-05-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001558370-25-009957,10-Q,2025-08-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001104659-25-106816,10-Q,2025-11-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001104659-26-019699,10-K,2026-02-25,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ARCB,0000894405,0001104659-26-053753,10-Q,2026-05-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-17-353461,6-K,2017-11-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-17-357447,6-K,2017-11-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-18-000656,6-K,2018-01-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-006106,6-K,2018-02-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-017953,20-F,2018-03-29,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-024570,6-K,2018-05-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-024571,6-K,2018-05-02,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-025104,6-K,2018-05-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-034234,6-K,2018-06-14,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-040901,6-K,2018-07-31,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-040902,6-K,2018-07-31,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-047431,6-K,2018-08-31,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-18-264268,6-K,2018-08-31,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-051005,6-K,2018-09-27,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-055230,6-K,2018-10-25,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-056917,6-K,2018-11-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-057765,6-K,2018-11-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-057767,6-K,2018-11-07,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-060847,6-K,2018-11-19,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-18-329656,6-K,2018-11-19,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-062762,6-K,2018-12-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-18-064767,6-K,2018-12-17,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-003821,6-K,2019-01-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-005139,6-K,2019-02-06,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-008690,20-F,2019-02-15,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-019901,6-K,2019-04-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-020961,6-K,2019-04-24,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-022678,6-K,2019-05-01,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-022680,6-K,2019-05-01,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-026850,6-K,2019-05-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-028449,6-K,2019-05-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-028918,6-K,2019-05-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-035752,6-K,2019-07-24,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-036759,6-K,2019-07-31,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-036761,6-K,2019-07-31,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-037268,20-F/A,2019-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-19-234679,6-K,2019-08-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-045049,6-K,2019-09-18,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001144204-19-045551,6-K,2019-09-23,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-19-057329,6-K,2019-10-29,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-19-059836,6-K,2019-11-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-19-059838,6-K,2019-11-05,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-19-069552,6-K,2019-12-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-20-024238,6-K,2020-02-04,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-004162,6-K,2020-02-11,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-009256,6-K,2020-03-09,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-20-043130,20-F,2020-04-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-20-047613,6-K,2020-04-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-019248,6-K,2020-04-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-20-056517,6-K,2020-05-05,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-020998,6-K,2020-05-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-20-067799,6-K,2020-05-29,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-031861,6-K,2020-07-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-033065,6-K,2020-07-22,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001104659-20-087033,6-K,2020-07-28,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-033704,6-K,2020-07-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001193125-20-206452,6-K,2020-07-31,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-044870,6-K,2020-09-29,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-048358,6-K,2020-10-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001558370-20-012492,6-K,2020-11-04,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-050192,6-K,2020-11-04,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-20-054186,6-K,2020-11-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-21-004105,6-K,2021-02-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-21-005137,6-K,2021-02-10,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-21-005854,6-K,2021-02-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001558370-21-002470,20-F,2021-03-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-21-011298,6-K,2021-03-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,ASC,0001577437,0001564590-21-013166,6-K,2021-03-15,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
